Name,Debut,Final,Position,Height,Weight,Birthday,School,HOF,Active,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS
Jerry Rullo,1947,1950,['Guard'],70,165.0,"June 23, 1923",['Temple'],False,False,95,2.9,,0.7,29.2,,59.1,,,2.0
Rayan Rupert,2024,2025,['Guard'],78,205.0,"May 31, 2004",,False,True,91,3.4,1.8,1.0,37.0,32.1,76.4,44.2,6.8,-0.1
Stefano Rusconi,1996,1996,"['Center', 'Forward']",81,240.0,"October 2, 1968",,False,False,7,1.1,0.9,0.4,33.3,,40.0,33.3,2.4,-0.1
Brandon Rush,2009,2017,"['Guard', 'Forward']",78,220.0,"July 7, 1985",['Kansas'],False,False,481,6.8,2.9,1.0,42.6,40.2,70.6,51.8,9.9,11.2
Kareem Rush,2003,2010,['Guard'],78,215.0,"October 30, 1980",['Missouri'],False,False,346,6.4,1.7,1.0,40.0,35.8,70.3,46.6,9.2,1.7
Bill Russell,1957,1969,['Center'],82,215.0,"February 12, 1934",['San Francisco'],True,False,963,15.1,22.5,4.3,44.0,,56.1,,18.9,163.5
Bryon Russell,1994,2006,['Forward'],79,225.0,"December 31, 1970",['Cal State Long Beach'],False,False,841,7.9,3.5,1.3,43.1,36.9,75.0,49.6,12.6,47.4
Campy Russell,1975,1985,['Forward'],80,215.0,"January 12, 1952",['Michigan'],False,False,566,15.8,4.8,3.0,45.9,36.6,77.2,46.2,16.3,35.8
Cazzie Russell,1967,1978,"['Forward', 'Guard']",77,218.0,"June 7, 1944",['Michigan'],False,False,817,15.1,3.8,2.2,46.4,,82.7,,15.8,51.7
D'Angelo Russell,2016,2025,['Guard'],75,193.0,"February 23, 1996",['Ohio State'],False,True,629,17.3,3.4,5.7,42.7,36.5,79.6,51.3,16.2,26.5
Frank Russell,1973,1973,['Guard'],75,180.0,"April 17, 1949",['Detroit Mercy'],False,False,23,3.2,0.7,0.7,37.7,,88.9,,14.5,0.1
Pierre Russell,1972,1973,"['Forward', 'Guard']",76,190.0,"December 13, 1949",['Kansas'],False,False,110,4.0,2.0,1.0,43.9,10.0,65.7,44.2,14.2,1.5
Rubin Russell,1968,1968,['Guard'],74,180.0,"November 7, 1944","['Labette Community College', ' University of North Texas']",False,False,26,5.4,2.0,0.3,35.4,18.2,61.0,36.7,6.1,-0.3
Walker Russell,1983,1988,['Guard'],77,195.0,"October 26, 1960","['Houston', ' Western Michigan']",False,False,155,3.0,1.2,2.3,39.3,15.8,80.0,39.9,7.5,-0.7
Walker Russell,2012,2012,['Guard'],72,170.0,"October 6, 1982",['Jacksonville State University'],False,False,28,3.0,0.9,2.1,34.7,30.8,63.6,36.8,7.2,-0.4
Matt Ryan,2022,2025,['Forward'],78,215.0,"April 17, 1997","['Notre Dame', ' Vanderbilt', ' Chattanooga']",False,True,82,3.7,0.9,0.5,38.9,40.2,89.3,54.5,8.3,0.7
Arvydas Sabonis,1996,2003,['Center'],87,279.0,"December 19, 1964",,True,False,470,12.0,7.3,2.1,50.0,32.8,78.6,51.7,21.2,47.3
Domantas Sabonis,2017,2025,"['Center', 'Forward']",82,240.0,"May 3, 1996",['Gonzaga'],False,True,646,16.1,10.7,4.9,56.0,34.7,72.9,58.1,20.5,69.9
Robert Sacre,2013,2016,['Center'],84,270.0,"June 6, 1989",['Gonzaga'],False,False,189,4.2,3.1,0.7,43.6,0.0,67.1,43.6,10.8,2.4
Ed Sadowski,1947,1950,['Center'],77,240.0,"July 11, 1915",['Seton Hall'],False,False,229,15.6,,1.8,35.4,,69.7,,,36.2
Kenny Sailors,1947,1951,['Guard'],70,175.0,"January 14, 1921",['Wyoming'],False,False,276,12.6,2.0,2.8,32.9,,71.2,,,17.1
Tidjane Salaün,2025,2025,['Forward'],81,207.0,"August 10, 2005",,False,True,60,5.9,4.7,1.2,33.0,28.3,71.3,41.4,7.7,0.0
John Salley,1987,2000,"['Forward', 'Center']",83,230.0,"May 16, 1964",['Georgia Tech'],False,False,748,7.0,4.5,1.2,50.6,21.4,71.4,50.6,12.8,41.5
John Salmons,2003,2015,['Guard'],79,210.0,"December 12, 1979",['Miami (FL)'],False,False,895,9.3,2.9,2.4,43.1,36.6,79.9,48.3,12.1,33.9
Al Salvadori,1968,1968,['Forward'],81,220.0,"May 6, 1945",['South Carolina'],False,False,17,3.2,2.7,0.2,36.2,100.0,68.8,37.1,6.0,-0.1
Kevin Salvadori,1997,1998,['Center'],84,231.0,"December 30, 1970",['UNC'],False,False,39,1.1,1.2,0.3,28.3,,66.7,28.3,6.1,-0.2
Soumaila Samake,2001,2003,['Center'],84,230.0,"March 18, 1978",,False,False,47,1.4,1.6,0.1,38.9,,46.2,38.9,10.0,0.3
Luka Šamanić,2020,2024,['Forward'],82,227.0,"January 9, 2000",,False,True,86,4.5,2.4,0.6,41.1,24.7,70.6,46.4,9.5,0.0
Cheikh Samb,2008,2009,['Center'],85,245.0,"October 22, 1984",,False,False,22,1.0,1.4,0.0,25.0,0.0,44.4,25.0,7.1,-0.1
Brandon Sampson,2019,2019,['Guard'],77,184.0,"May 1, 1997",['LSU'],False,True,14,5.1,1.1,0.7,46.7,37.9,66.7,55.8,8.5,0.0
JaKarr Sampson,2015,2021,"['Guard', 'Forward']",79,214.0,"March 20, 1993","[""St. John's""]",False,False,236,5.2,2.7,0.7,47.1,24.8,67.0,50.0,10.5,3.5
Jamal Sampson,2003,2007,"['Forward', 'Center']",83,235.0,"May 15, 1983",['California'],False,False,72,2.0,3.4,0.4,49.1,0.0,53.7,49.1,13.0,1.4
Ralph Sampson,1984,1992,"['Center', 'Forward']",88,228.0,"July 7, 1960",['Virginia'],True,False,456,15.4,8.8,2.3,48.6,17.2,66.1,48.7,16.0,20.1
Jermaine Samuels,2024,2024,['Forward'],79,230.0,"November 13, 1998",['Villanova'],False,True,14,1.4,0.9,0.2,64.3,0.0,100.0,64.3,15.1,0.2
Samardo Samuels,2011,2013,['Forward'],81,260.0,"January 9, 1989",['Louisville'],False,False,109,5.9,3.4,0.4,44.5,0.0,65.3,44.5,10.8,0.6
Pepe Sánchez,2001,2003,['Guard'],76,195.0,"May 8, 1977",['Temple'],False,False,38,0.5,0.6,1.3,27.3,0.0,100.0,27.3,12.3,0.4
Al Sanders,1973,1973,['Forward'],79,240.0,"January 1, 1950",['LSU'],False,False,4,2.0,1.3,0.0,100.0,,66.7,100.0,6.5,0.1
Frankie Sanders,1979,1981,"['Forward', 'Guard']",78,200.0,"January 23, 1957",['Southern University and A&M College'],False,False,69,5.1,1.9,1.0,43.0,,82.2,43.0,13.6,0.5
Jeff Sanders,1990,1993,['Forward'],80,225.0,"January 14, 1966",['Georgia Southern University'],False,False,55,2.0,1.9,0.5,39.5,,60.9,39.5,7.1,-0.1
Larry Sanders,2011,2017,"['Center', 'Forward']",83,235.0,"November 21, 1988",['VCU'],False,False,238,6.4,5.7,0.7,48.0,0.0,55.3,48.0,15.4,10.3
Melvin Sanders,2006,2006,"['Guard', 'Forward']",77,210.0,"January 3, 1981","['Seward County Community College', ' Oklahoma State']",False,False,16,2.6,1.4,0.2,48.5,66.7,70.0,51.5,10.5,0.2
Mike Sanders,1983,1993,"['Forward', 'Guard']",78,210.0,"May 7, 1960",['UCLA'],False,False,648,8.0,3.0,1.4,48.2,22.1,76.9,48.4,11.9,17.9
Tom Sanders,1961,1973,['Forward'],78,210.0,"November 8, 1938",['NYU'],True,False,916,9.6,6.3,1.1,42.8,,76.7,,11.9,56.5
Ron Sanford,1972,1972,['Forward'],81,215.0,"June 11, 1946",['New Mexico'],False,False,1,0.0,0.0,0.0,,,,,-10.4,0.0
Adama Sanogo,2024,2025,['Forward'],81,245.0,"February 12, 2002",['UConn'],False,True,13,3.4,3.2,0.1,52.9,,66.7,52.9,20.3,0.2
Daniel Santiago,2001,2005,['Center'],85,256.0,"June 24, 1976","['New Mexico', ' Saint Vincent College']",False,False,122,3.4,2.1,0.3,46.9,,68.5,46.9,9.3,1.9
Bob Santini,1956,1956,['Forward'],77,190.0,"February 17, 1935",['Iona College'],False,False,4,2.8,0.8,0.3,50.0,,50.0,,12.7,0.1
Gui Santos,2024,2025,['Forward'],80,209.0,"June 22, 2002",,False,True,79,3.9,2.8,1.2,47.0,33.8,76.3,56.4,12.4,2.4
Wayne Sappleton,1985,1985,['Forward'],81,215.0,"November 17, 1960",['Loyola Chicago'],False,False,33,2.9,2.3,0.2,47.1,,41.2,47.1,7.7,0.1
Dario Šarić,2017,2025,"['Forward', 'Center']",82,225.0,"April 8, 1994",,False,True,493,10.4,5.3,1.9,44.4,36.0,83.7,52.1,14.0,20.9
Alex Sarr,2025,2025,['Forward'],84,205.0,"April 26, 2005",,False,True,67,13.0,6.5,2.4,39.4,30.8,67.9,45.7,12.9,-0.3
Olivier Sarr,2022,2024,['Center'],84,237.0,"February 20, 1999","['Wake Forest', ' Kentucky']",False,True,46,4.8,3.5,0.5,56.0,37.2,76.5,61.3,13.7,1.6
Jason Sasser,1997,1999,['Forward'],79,225.0,"January 13, 1974",['Texas Tech'],False,False,14,2.1,1.1,0.3,41.2,33.3,50.0,42.6,7.6,0.0
Jeryl Sasser,2002,2003,['Guard'],78,200.0,"February 13, 1979",['SMU'],False,False,82,2.5,2.3,0.8,30.3,29.5,68.7,33.3,8.3,0.7
Marcus Sasser,2024,2025,['Guard'],74,195.0,"September 21, 2000",['Houston'],False,True,128,7.5,1.5,2.9,44.1,37.8,86.3,53.2,12.6,2.8
Tomáš Satoranský,2017,2022,['Guard'],79,210.0,"October 30, 1991",,False,False,388,6.9,2.9,4.1,46.8,35.4,82.0,52.3,13.3,17.9
Kenny Satterfield,2002,2003,['Guard'],74,186.0,"April 10, 1981",['Cincinnati'],False,False,75,4.3,1.3,2.3,33.5,21.8,74.6,35.1,8.3,-1.1
Pep Saul,1950,1955,"['Guard', 'Forward']",74,185.0,"February 16, 1924",['Seton Hall'],False,False,384,5.6,2.0,1.6,36.0,,73.9,,10.5,12.7
Woody Sauldsberry,1958,1966,"['Forward', 'Center']",79,220.0,"July 11, 1934",['Texas Southern'],False,False,462,10.7,7.8,1.1,34.8,,61.0,,8.9,-10.7
Glynn Saulters,1969,1969,['Guard'],74,175.0,"February 10, 1945",['Louisiana-Monroe'],False,False,22,2.7,0.9,0.5,31.4,0.0,68.2,31.4,5.7,-0.2
Fred Saunders,1975,1978,['Forward'],79,210.0,"June 13, 1951",['Syracuse'],False,False,210,5.3,3.0,1.1,44.3,,68.2,,11.4,3.1
Don Savage,1952,1957,"['Forward', 'Guard']",75,205.0,"April 9, 1928",['LeMoyne College'],False,False,17,3.2,1.8,0.8,24.2,,68.6,,7.2,-0.1
Predrag Savović,2003,2003,['Guard'],78,225.0,"May 21, 1976","['UAB', ' Hawaii']",False,False,27,3.1,0.9,0.8,31.2,15.4,72.4,33.3,6.0,-0.2
Alan Sawyer,1951,1951,['Forward'],77,195.0,"January 1, 1928",['UCLA'],False,False,33,6.6,3.7,0.8,37.0,,86.0,,,0.9
Brian Scalabrine,2002,2012,['Forward'],81,241.0,"March 18, 1978",['USC'],False,False,520,3.1,2.0,0.8,39.0,34.4,78.3,45.0,7.7,7.6
Alex Scales,2006,2006,['Guard'],76,185.0,"July 3, 1978",['Oregon'],False,False,1,0.0,0.0,0.0,,,,,,0.0
DeWayne Scales,1981,1984,['Forward'],80,208.0,"December 28, 1958",['LSU'],False,False,49,4.6,2.9,0.2,41.7,16.7,62.8,41.9,10.9,0.2
Frank Schade,1973,1973,['Guard'],73,170.0,"January 22, 1950",['University of Wisconsin-Eau Claire'],False,False,9,1.1,0.7,1.1,28.6,,100.0,,5.8,0.0
Ben Schadler,1948,1948,['Forward'],72,185.0,"March 9, 1924",['Northwestern'],False,False,37,1.5,,0.2,19.8,,76.9,,,-0.5
Herm Schaefer,1949,1950,"['Guard', 'Forward']",72,175.0,"December 20, 1918",['Indiana'],False,False,123,7.6,,3.2,37.9,,82.8,,,12.2
Billy Schaeffer,1974,1976,['Forward'],77,200.0,"December 11, 1951","[""St. John's""]",False,False,137,5.9,2.1,0.7,47.2,23.1,73.2,47.6,12.1,3.1
Bob Schafer,1956,1957,['Guard'],75,195.0,"March 29, 1933",['Villanova'],False,False,65,4.2,1.3,1.0,29.8,,77.7,,7.0,-0.7
Jordan Schakel,2022,2023,['Forward'],78,200.0,"June 13, 1998",['San Diego State'],False,True,6,1.3,1.3,0.2,15.4,28.6,100.0,23.1,3.0,-0.1
Ben Scharnus,1947,1949,['Forward'],74,173.0,"December 11, 1917",['Seton Hall'],False,False,52,2.0,,0.4,19.9,,61.7,,,-0.1
Marv Schatzman,1950,1950,['Forward'],77,200.0,"February 18, 1927",['Saint Louis'],False,False,34,3.4,,1.1,24.7,,58.0,,,-0.9
Fred Schaus,1950,1954,['Forward'],77,205.0,"June 30, 1925",['West Virginia'],False,False,334,12.2,6.0,2.9,35.2,,82.3,,14.8,31.4
Danny Schayes,1982,1999,"['Center', 'Forward']",83,235.0,"May 10, 1959",['Syracuse'],False,False,1138,7.7,5.0,1.1,48.1,13.3,80.6,48.1,13.4,48.8
Dolph Schayes,1950,1964,"['Forward', 'Center']",80,220.0,"May 19, 1928",['NYU'],True,False,996,18.5,12.1,3.1,38.0,,84.9,,22.1,142.4
Ossie Schectman,1947,1947,['Guard'],72,175.0,"March 30, 1919",['Long Island University'],False,False,54,8.1,,2.0,27.6,,62.0,,,4.3
Steve Scheffler,1991,1997,"['Center', 'Forward']",81,250.0,"September 3, 1967",['Purdue'],False,False,174,1.9,1.0,0.1,55.8,20.0,75.9,56.0,13.5,2.9
Tom Scheffler,1985,1985,['Center'],83,240.0,"October 27, 1954",['Purdue'],False,False,39,1.3,1.9,0.3,41.2,,50.0,41.2,6.9,0.2
Baylor Scheierman,2025,2025,['Guard'],78,205.0,"September 26, 2000","['South Dakota State', ' Creighton']",False,True,31,3.6,2.1,1.1,35.5,31.7,75.0,47.3,10.3,0.7
Dave Schellhase,1967,1968,['Guard'],75,205.0,"October 14, 1944",['Purdue'],False,False,73,2.8,1.0,0.8,34.9,,56.7,,8.6,-0.6
Luke Schenscher,2006,2007,['Center'],85,255.0,"December 31, 1982",['Georgia Tech'],False,False,31,1.8,1.7,0.3,46.9,,45.0,46.9,6.9,0.3
Herb Scherer,1951,1952,['Center'],81,212.0,"December 21, 1928",['Long Island University'],False,False,32,3.6,2.4,0.7,28.9,,59.2,,3.9,-0.4
Dwayne Schintzius,1991,1999,['Center'],85,260.0,"October 14, 1968",['Florida'],False,False,217,2.7,2.5,0.4,40.4,12.5,63.8,40.5,9.4,1.0
Dale Schlueter,1969,1978,['Center'],82,225.0,"November 12, 1945",['Colorado State'],False,False,586,5.3,5.2,1.6,49.7,,67.8,,13.7,20.8
Otto Schnellbacher,1949,1949,"['Forward', 'Guard']",76,185.0,"April 15, 1923",['Kansas'],False,False,43,6.4,,1.5,33.2,,66.9,,,1.2
Dick Schnittker,1951,1958,['Forward'],77,200.0,"May 27, 1928",['Ohio State'],False,False,364,8.3,3.8,1.3,37.9,,82.5,,13.9,22.0
Russ Schoene,1983,1989,"['Forward', 'Center']",82,210.0,"April 16, 1960",['Chattanooga'],False,False,290,5.1,2.5,0.6,43.5,33.5,75.1,45.7,11.1,4.5
Admiral Schofield,2020,2024,"['Guard', 'Forward']",77,241.0,"March 30, 1997",['Tennessee'],False,True,131,3.3,1.6,0.6,41.7,32.6,78.2,51.9,7.9,1.2
Dave Scholz,1970,1970,['Forward'],80,220.0,"April 12, 1948",['Illinois'],False,False,1,2.0,0.0,0.0,100.0,,,,67.6,0.0
Milt Schoon,1947,1950,['Center'],79,230.0,"February 25, 1922",['Valparaiso'],False,False,103,6.0,,0.9,34.2,,60.5,,,4.4
Detlef Schrempf,1986,2001,"['Forward', 'Center']",82,235.0,"January 21, 1963",['Washington'],False,False,1136,13.9,6.2,3.4,49.1,38.4,80.3,51.3,17.2,109.5
Dennis Schröder,2014,2025,['Guard'],73,172.0,"September 15, 1993",,False,True,842,13.9,2.9,4.9,43.2,34.2,83.6,48.5,14.1,32.7
Howie Schultz,1950,1953,"['Center', 'Forward']",78,200.0,"July 3, 1922",['Hamline University'],False,False,173,5.3,3.1,1.7,27.1,,71.1,,8.0,5.6
Dick Schulz,1947,1950,"['Forward', 'Guard']",74,192.0,"January 3, 1917",['Wisconsin'],False,False,205,5.6,,1.0,25.9,,71.9,,,4.3
Roger Schurig,1968,1968,['Guard'],75,185.0,"April 3, 1942",['Vanderbilt'],False,False,21,4.8,1.4,0.9,37.2,37.5,75.0,38.8,7.6,0.3
John Schweitz,1985,1987,['Guard'],78,210.0,"April 19, 1960",['Richmond'],False,False,22,2.6,1.0,0.8,33.3,0.0,70.0,33.3,4.2,-0.5
Luis Scola,2008,2017,['Forward'],81,240.0,"April 30, 1980",,False,False,743,12.0,6.7,1.6,49.3,33.9,74.0,49.9,16.3,45.7
Fred Scolari,1947,1955,['Guard'],70,180.0,"March 1, 1922",['San Francisco'],False,False,534,11.3,2.7,2.6,32.1,,81.8,,13.3,33.5
Alvin Scott,1978,1985,"['Forward', 'Guard']",79,185.0,"September 14, 1955",['Oral Roberts'],False,False,627,4.9,3.2,1.4,48.1,20.0,73.3,48.2,11.3,23.0
Brent Scott,1997,1997,"['Forward', 'Center']",82,250.0,"June 15, 1971",['Rice University'],False,False,16,1.2,0.6,0.2,47.1,,50.0,47.1,7.0,0.0
Byron Scott,1984,1997,['Guard'],75,195.0,"March 28, 1961",['Arizona State'],False,False,1073,14.1,2.8,2.5,48.2,37.0,83.3,51.4,15.5,75.2
Charlie Scott,1971,1980,"['Guard', 'Forward']",77,175.0,"December 15, 1948",['UNC'],True,False,717,20.7,4.0,4.9,44.8,25.3,77.3,44.9,15.8,41.4
Dennis Scott,1991,2000,['Forward'],80,229.0,"September 5, 1968",['Georgia Tech'],False,False,629,12.9,2.8,2.1,41.7,39.7,79.3,50.2,13.4,33.4
James Scott,1997,1997,['Forward'],78,180.0,"June 6, 1972","[""St. John's""]",False,False,8,0.1,0.8,0.4,0.0,0.0,50.0,0.0,-4.1,-0.1
Mike Scott,2013,2021,['Forward'],79,237.0,"July 16, 1988",['Virginia'],False,False,555,6.7,3.1,0.9,45.3,36.2,75.7,53.1,12.3,16.8
Ray Scott,1962,1972,"['Forward', 'Center']",81,215.0,"July 12, 1938","['New York City College of Technology', ' University of Portland']",False,False,811,14.3,9.8,2.2,40.9,60.0,72.7,40.9,15.9,34.7
Shawnelle Scott,1997,2002,['Center'],82,250.0,"June 16, 1972","[""St. John's""]",False,False,105,1.8,2.2,0.2,46.4,,46.5,46.4,13.1,1.3
Tre Scott,2022,2022,['Forward'],80,225.0,"November 25, 1996",['Cincinnati'],False,False,2,3.0,1.0,0.0,50.0,0.0,,50.0,20.4,0.0
Willie Scott,1970,1970,['Forward'],77,210.0,"May 22, 1947",['Alabama State University'],False,False,8,1.6,0.5,0.3,40.0,,16.7,40.0,-7.1,-0.1
Paul Scranton,1968,1968,['Forward'],77,230.0,"April 30, 1944",['Cal Poly Pomona'],False,False,5,1.8,3.2,0.2,44.4,,25.0,44.4,10.6,0.0
Jay Scrubb,2021,2023,"['Guard', 'Forward']",77,220.0,"September 1, 2000",['John A. Logan College'],False,True,24,4.0,1.5,0.4,41.6,31.3,76.5,47.2,8.8,-0.1
Carey Scurry,1986,1988,['Forward'],79,188.0,"December 4, 1962",['Long Island University'],False,False,180,4.7,2.9,1.1,48.0,25.0,66.6,48.6,14.1,5.3
Dereon Seabron,2023,2024,['Guard'],79,180.0,"May 26, 2000",['NC State'],False,True,11,1.6,0.7,0.5,33.3,50.0,83.3,36.1,8.4,0.1
Bruce Seals,1974,1978,['Forward'],80,210.0,"June 18, 1953",['Xavier University of Louisiana'],False,False,348,8.9,4.2,1.0,42.3,20.4,67.2,42.6,11.5,7.8
Shea Seals,1998,1998,['Guard'],77,210.0,"August 26, 1975",['Tulsa'],False,False,4,1.0,1.0,0.0,12.5,0.0,50.0,12.5,4.9,-0.1
Malik Sealy,1993,2000,['Guard'],80,190.0,"February 1, 1970","[""St. John's""]",False,False,493,10.1,3.2,1.7,42.6,29.2,80.9,44.4,13.6,17.1
Ed Searcy,1976,1976,['Forward'],78,210.0,"April 17, 1952","[""St. John's""]",False,False,4,1.5,0.0,0.3,33.3,,100.0,,5.6,0.0
Kenny Sears,1956,1964,['Forward'],81,198.0,"August 17, 1933",['Santa Clara'],False,False,529,13.9,7.8,1.6,45.5,,82.6,,18.5,55.8
Wayne See,1950,1950,['Guard'],75,190.0,"November 3, 1923",['Northern Arizona University'],False,False,61,5.2,,2.3,37.3,,69.6,,,1.6
Thabo Sefolosha,2007,2020,"['Guard', 'Forward']",78,215.0,"May 2, 1984",,False,False,869,5.7,3.7,1.4,44.9,34.9,73.2,50.9,11.4,39.3
Rony Seikaly,1989,1999,['Center'],83,230.0,"May 10, 1965",['Syracuse'],False,False,678,14.7,9.5,1.3,48.4,18.8,67.9,48.4,15.7,37.3
Glen Selbo,1950,1950,"['Guard', 'Forward']",75,196.0,"March 29, 1926",['Wisconsin'],False,False,13,3.2,,1.8,19.6,,75.9,,,-0.2
Josh Selby,2012,2013,['Guard'],74,183.0,"March 27, 1991",['Kansas'],False,False,38,2.2,0.5,0.9,33.0,14.3,72.0,34.6,2.7,-0.7
Wayne Selden,2017,2022,"['Guard', 'Forward']",77,230.0,"September 30, 1994",['Kansas'],False,False,127,7.2,2.0,1.5,41.5,34.4,71.8,48.4,9.1,0.2
Brad Sellers,1987,1993,"['Center', 'Forward']",84,210.0,"December 17, 1962","['Wisconsin', ' Ohio State']",False,False,398,6.3,2.7,1.1,45.2,20.0,79.3,45.4,11.1,9.8
Phil Sellers,1977,1977,"['Forward', 'Guard']",76,195.0,"November 20, 1953",['Rutgers University'],False,False,44,4.5,0.9,0.6,38.4,,72.2,,14.0,0.0
Rollie Seltz,1950,1950,"['Guard', 'Forward']",70,165.0,"January 25, 1924",['Hamline University'],False,False,34,7.8,,1.9,30.1,,76.9,,,1.8
Les Selvage,1968,1970,['Guard'],73,175.0,"March 7, 1943",['Truman State University'],False,False,82,13.5,2.7,3.1,35.4,31.6,74.1,42.4,10.6,2.3
Frank Selvy,1955,1964,"['Guard', 'Forward']",75,180.0,"November 9, 1932",['Furman University'],False,False,565,10.8,3.7,2.8,39.4,,72.8,,12.4,23.8
Jim Seminoff,1947,1950,"['Guard', 'Forward']",74,190.0,"September 1, 1922",['USC'],False,False,231,6.5,,2.7,30.8,,68.1,,,16.9
Mouhamed Sene,2007,2009,"['Center', 'Forward']",83,230.0,"May 12, 1986",,False,False,47,2.2,1.6,0.0,42.7,,58.9,42.7,13.5,0.3
George Senesky,1947,1954,['Guard'],74,179.0,"April 4, 1922","[""Saint Joseph's""]",False,False,482,7.2,3.5,3.2,31.3,,70.2,,10.4,21.8
Alperen Şengün,2022,2025,"['Center', 'Forward']",83,235.0,"July 25, 2002",,False,True,286,16.0,8.6,4.1,51.8,27.2,70.1,53.2,20.1,22.5
Brice Sensabaugh,2024,2025,['Forward'],78,235.0,"October 30, 2003",['Ohio State'],False,True,103,9.8,3.0,1.6,44.1,39.2,89.5,55.8,12.0,0.9
Kevin Séraphin,2011,2017,['Forward'],81,285.0,"December 7, 1989",,False,False,423,5.9,3.5,0.6,48.9,0.0,71.5,48.9,12.1,5.9
Ansu Sesay,2002,2005,['Forward'],81,225.0,"July 29, 1976",['Ole Miss'],False,False,127,3.2,1.8,0.5,43.4,27.6,64.0,44.5,11.1,1.4
Ramon Sessions,2008,2018,['Guard'],75,190.0,"April 11, 1986",['Nevada'],False,False,691,10.3,2.7,4.1,43.4,31.6,79.1,45.3,15.9,28.8
Ha Seung-Jin,2005,2006,['Center'],87,305.0,"August 4, 1985",,False,False,46,1.5,1.5,0.1,51.9,,50.0,51.9,5.4,-0.2
Tom Sewell,1985,1985,['Guard'],77,185.0,"March 11, 1962",['Lamar'],False,False,21,1.0,0.2,0.3,25.0,0.0,50.0,25.0,-2.7,-0.4
Collin Sexton,2019,2025,['Guard'],75,190.0,"January 4, 1999",['Alabama'],False,True,407,18.8,2.8,3.7,47.0,38.7,83.8,52.2,16.2,15.8
Paul Seymour,1948,1960,"['Guard', 'Forward']",73,180.0,"January 30, 1928",['Toledo'],False,False,622,9.4,3.1,3.8,35.0,,79.2,,13.9,37.5
Nick Shaback,1947,1947,['Guard'],71,180.0,"September 10, 1918",,False,False,53,4.6,,0.5,26.5,,71.7,,,0.3
Lynn Shackelford,1970,1970,['Forward'],77,190.0,"August 27, 1947",['UCLA'],False,False,22,2.6,1.2,0.5,30.6,30.8,76.9,33.3,4.7,-0.3
Charles Shackleford,1989,1999,"['Forward', 'Center']",82,225.0,"April 22, 1966",['NC State'],False,False,303,5.4,4.8,0.6,48.3,0.0,65.4,48.3,13.1,7.3
Carl Shaeffer,1950,1951,"['Forward', 'Guard']",75,185.0,"October 25, 1924",['Alabama'],False,False,53,3.1,1.0,0.9,35.7,,58.3,,,0.8
Lee Shaffer,1962,1964,['Forward'],79,220.0,"February 23, 1939",['UNC'],False,False,196,16.8,6.3,1.2,42.0,,77.6,,14.6,8.2
Mustafa Shakur,2011,2014,['Guard'],75,190.0,"August 18, 1984",['Arizona'],False,False,25,2.1,0.9,1.2,33.9,9.1,52.9,34.7,5.8,-0.5
Landry Shamet,2019,2025,['Guard'],76,190.0,"March 13, 1997",['Wichita State'],False,True,398,8.3,1.7,1.5,41.3,38.5,83.3,54.7,10.1,13.1
God Shammgod,1998,1998,['Guard'],72,169.0,"April 29, 1976",['Providence'],False,False,20,3.1,0.4,1.8,32.8,0.0,76.7,32.8,9.2,-0.1
Earl Shannon,1947,1949,"['Guard', 'Forward']",71,170.0,"November 23, 1921",['Rhode Island'],False,False,134,8.6,,1.3,30.5,,59.8,,,7.6
Howie Shannon,1949,1950,"['Guard', 'Forward']",74,175.0,"June 10, 1923","['University of North Texas', ' Kansas State']",False,False,122,10.8,,2.5,35.5,,79.5,,,6.3
Terrence Shannon Jr. ,2025,2025,['Guard'],78,215.0,"July 30, 2000","['Texas Tech', ' Illinois']",False,True,32,4.3,1.5,1.0,48.2,35.5,81.0,53.1,11.9,0.6
Chuck Share,1952,1960,['Center'],83,235.0,"March 14, 1927",['Bowling Green'],False,False,596,8.3,8.4,1.4,40.0,,69.3,,17.7,42.0
Bill Sharman,1951,1961,['Guard'],73,175.0,"May 25, 1926",['USC'],True,False,711,17.8,3.9,3.0,42.6,,88.3,,18.3,82.8
Day'Ron Sharpe,2022,2025,['Center'],83,265.0,"November 6, 2001",['UNC'],False,True,191,6.5,5.6,1.2,55.0,29.5,64.8,56.2,19.6,8.4
Shaedon Sharpe,2023,2025,['Guard'],78,200.0,"May 30, 2003",['Kentucky'],False,True,184,14.3,3.9,2.1,44.9,33.0,77.9,51.9,12.8,4.7
Walter Sharpe,2009,2009,['Forward'],81,245.0,"July 18, 1986","['Mississippi State', ' UAB']",False,False,8,1.0,0.4,0.0,36.4,0.0,0.0,36.4,4.8,-0.1
John Shasky,1989,1991,['Center'],83,235.0,"July 31, 1964",['Minnesota'],False,False,136,3.8,2.8,0.3,46.6,0.0,65.5,46.6,11.8,2.5
Ron Shavlik,1957,1958,['Forward'],80,200.0,"December 4, 1933",['NC State'],False,False,8,1.3,2.9,0.0,17.4,,40.0,,-1.1,-0.3
Brian Shaw,1989,2003,['Guard'],78,190.0,"March 22, 1966","[""Saint Mary's"", ' UC Santa Barbara']",False,False,943,6.9,3.4,4.2,40.3,30.4,78.2,43.7,11.7,23.8
Casey Shaw,1999,1999,['Center'],83,260.0,"July 20, 1975",['Toledo'],False,False,9,0.2,0.3,0.0,12.5,,,12.5,-14.9,-0.1
